id,vader_neg,vader_neu,vader_pos,vader_compound,name,rating,verified,date,title,body,like,dislike
381,0.0,0.692,0.308,0.8819,Anonymous,4,False,26/01/2023,Received with Dent,I received mine with dent… need to add more foam inside the packaging so it wont damage the cup but I will order again :) because its pretty,0,0
382,0.062,0.807,0.13,0.4939,DanielaM,3,False,25/02/2023,Silicone cover chips,"I love my cup, the size and it fits in my cup holder. The downside to the soft matte collection is that the silicone coating it chips out quick.",0,0
383,0.0,0.764,0.236,0.8126,SHARONM,5,False,10/06/2023,Texas,Wonderful cup I have purchased four and looking for more I'm looking for Stanley Cup and Starbucks I live in Texas and this is the perfect cup here,0,0
384,0.0,0.9,0.1,0.4588,MarielaA,5,False,23/05/2023,Best tumbler,My favorite color and tumbler all in one. I get all my water of the day in plus it fits in my car's cup holder when most tumblers won't.,0,0
385,0.209,0.712,0.079,-0.6368,DebbieB,2,False,25/02/2023,Matte paint peels,In less than 2 months the paint on mat is peeling. The cup is great but not worth the money if the paint peels off. Looks bad,0,0
386,0.0,0.672,0.328,0.8942,kellim,5,False,29/03/2023,Sidekick Stanley,"Love it! Was a Yeti girl, but this Stanley is even better. Drinks are cold, handle makes carrying much easier! I carry it everywhere, all the time",0,0
387,0.146,0.854,0.0,-0.4404,LisaG,1,False,16/07/2023,Do not go with Soft Matte,"If purchasing again, I would not buy the Soft Matte. If damaged quickly as pieces come off the covering.",0,0
388,0.0,0.917,0.083,0.2255,AlexandraS,1,False,17/06/2023,Th quality is poor.,"I really like it but the matte is chipping all around the bottom and i haven't dropped it or anything, it just is peeling.",0,0
389,0.0,0.853,0.147,0.6696,TiffanyM,5,False,17/01/2023,Love it,I bought the dune matte and the black regular 40 oz and I love them! I have ordered another and will probably order one in every color once in stock,0,0
390,0.111,0.795,0.093,-0.1154,JoshW,5,False,15/06/2023,Love it,I got my wife the rust colored soft matte and she loves it. I tried to switch with Stanley's with her but she refused.,0,0
391,0.148,0.852,0.0,-0.5106,NicoleL,1,False,02/02/2023,Big Disappointment,"Just received this cup on Monday, January 30 - already peeling on February 1, 2023. Big disappointment for all the hype.",0,0
392,0.0,0.886,0.114,0.3506,Chels,1,False,24/02/2023,Coating Scratches Off,Finish scratched off almost immediately just placing it in my car cup holder. Loved the design but just not durable.,0,0
393,0.0,0.857,0.143,0.5187,RuthR,3,False,20/03/2023,Matte finish scratch's,Love the cup and the color. The matte feel is like butter. But the matte finish is not durable. Scratched it with in hours of its first use.,0,0
394,0.112,0.888,0.0,-0.34,BryanaR,2,False,17/02/2023,Cute but disappointing,"Unfortunately, has started to peel after owning it for two months. Also, the ice does not last very long overnight.",0,0
395,0.03,0.723,0.247,0.9518,RoyalC,5,False,06/05/2024,Very satisfied,I got sent a cup with a dent in it and I reached out and got a replacement cup very quickly. No hassle whatsoever. The cup itself is super clean and sleek. I like that it is a soft touch cup and it is very cute. I actually think I like Stanley's at more now based off this experience. I might have to get more in different colors. Thinking about  purple or pink one next. Love my cup.,0,0
396,0.0,0.46,0.54,0.9316,KayleeC,5,False,14/02/2023,Stanley 40oz stormy sea soft matte,ABSOLUTELY LOVE THIS CUP! Such a beautiful color and I use it everyday!! Worth the money!,0,0
397,0.0,0.595,0.405,0.7298,CarolineC,3,False,10/05/2023,Scuffs WAY too easily,"I loved it, but it scuffs too easily! Go with the normal!",0,0
398,0.2,0.8,0.0,-0.4588,SamiT,4,False,22/02/2023,Chipping after 1 week of use,Already chipping 😔 for the price paid it's unfortunate that it is already chipping.,0,0
399,0.214,0.547,0.239,-0.128,LeyandriaR,2,False,10/07/2023,Not durable,It's works well but the chipping paint makes me feel like I wasted My money,0,0
400,0.0,0.536,0.464,0.9201,RebeccaV,5,False,23/03/2023,Worth the hype,Love the touch and feel of this cup. It keeps stuff super cold and is a gorgeous color.,0,0
401,0.0,0.715,0.285,0.6351,Tpain,5,False,15/04/2023,More colors!!,Please come out with more colors! I need the Stanley original in every shade of pink!,0,0
402,0.0,1.0,0.0,0.0,AbigailP,1,False,20/06/2023,Not durable,I've had my Stanley for one month and it already chipped.,0,0
403,0.0,1.0,0.0,0.0,Ashley,2,False,28/03/2023,Cracked,I ordered my tumbler on Feb 7 and the matte coating is already cracked,0,0
404,0.0,0.791,0.209,0.5719,MadisonK,5,False,25/02/2023,Awesome sauce,"So soft and the perfect color. I use it everyday for work, school, the gym, etc.",0,0
405,0.199,0.559,0.242,0.1779,GuestG,2,False,19/04/2023,Matte color peeled,Matte started peeling off right away super disappointing for the cost,0,0
406,0.0,0.24,0.76,0.9134,LisaT,5,False,26/04/2023,Best Overall Carry & Hydrate,"Gorgeous, useful, well designed piece of stainless magnificence!",0,0
407,0.0,0.809,0.191,0.3818,Jennifer,4,False,19/03/2023,Matte chips and peels,"Love the cup, but the matte finish begin cracking and peeling immediately.",0,0
408,0.161,0.599,0.24,0.1796,SarahT,3,False,21/03/2023,Eh,I treat this thing like a newborn baby and it still chipped. Very disappointing. And also it leaks.,0,0
409,0.189,0.811,0.0,-0.4215,ABBIEW,1,False,20/02/2023,Lid breaks easily,Lid broke after a week and color is coming off bottom of cup already,0,0
410,0.249,0.568,0.183,-0.1298,MckenzieN,3,False,01/03/2023,Came chipped,Love my Stanley. Was a little disappointed that it came with a chip in it already though :(,0,0
411,0.115,0.656,0.23,0.4767,AmyN,2,False,08/03/2023,Matte Finish doesn't last,"While I love the cup the Matte finish ripped after a week, exposing the metal cup.",0,0
412,0.095,0.602,0.303,0.7566,LenaD,4,False,19/01/2023,Chipped,Matte Stanley chips immediately. Sad because it's more expensive! But I still really love the cup.,0,0
413,0.0,0.837,0.163,0.282,BaileyF,2,False,16/03/2023,Disappointed!,I was so excited for my new quencher but the paint came chipped!,0,0
414,0.0,0.86,0.14,0.3818,JenniferB,2,False,20/12/2022,Paint chip,"I love this cup, but the paint chipped off on the bottom after only having it for a month.",0,0
415,0.253,0.747,0.0,-0.5256,HeatherZ,2,False,21/03/2023,Matte peeled off,The matte peeled off the first week . Very sad about that.,0,0
416,0.0,0.482,0.518,0.8643,Dano,5,False,06/05/2023,Fantastic,"We like it so much we're buying 2 more, they make a perfect gift!",0,0
417,0.0,0.797,0.203,0.4215,JJJJW,2,False,26/02/2023,Matte Color Chipping Right Away,The cup is nice size. The matte covering started peeling/flaking almost immediately.,0,0
418,0.091,0.909,0.0,-0.1531,Irma0828,3,False,09/02/2023,paint pealing,The paint start falling off down from the bottom of the cup I just add a picture as a prove,0,0
419,0.0,0.818,0.182,0.4404,NicoleK,1,False,09/07/2023,Didn't last long,Says it's dishwasher safe. The bottom is already cracking and peeling off after washing.,0,0
420,0.275,0.559,0.166,-0.3682,KerianneM,2,False,30/05/2023,dont buy the matte,The matte is so cute until it isn't. Peeling off and now its ugly looking. disappointed,0,0
421,0.0,0.517,0.483,0.8553,ChristineA,5,False,08/02/2023,Soft touch,"I have Bay Leaf, it beautiful and love the feel of it!",0,0
422,0.0,1.0,0.0,0.0,TriciaT,2,False,19/05/2023,Soft Matte Finish Not Durable,The finish is not durable. After only using for a couple of days it's already coming off in spots.,0,0
423,0.0,0.762,0.238,0.6124,JessicaM,1,False,04/12/2022,Soft matte comes off.,Nice cup but soft matte coating comes off easily. Only used at work and not commuting with it.,0,0
